"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELL1200",9,0.28,67.09543,68.30538,2529323.2,5658729.44,"WA6291",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1200",10,0.55,52.72883,55.80935,2529323.2,5658729.44,"WA6291",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1200",11,0.46,39.60572,42.46649,2529323.2,5658729.44,"WA6291",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1202",9,0,67.68522,67.68522,2529560.42,5658619.19,"WA6292",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1202",10,0.15,57.8362,58.61456,2529560.42,5658619.19,"WA6292",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1202",11,0.28,41.91768,45.20892,2529560.42,5658619.19,"WA6292",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1204",9,0,64.92766,64.92766,2529751.28,5658659.18,"WA6293",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1204",10,0,58.49202,58.49202,2529751.28,5658659.18,"WA6293",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1204",11,0.15,44.05186,45.58919,2529751.28,5658659.18,"WA6293",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1206",9,0,69.8894,69.8894,2529481.34,5658487.75,"WA6294",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1206",10,0.15,59.27359,60.0373,2529481.34,5658487.75,"WA6294",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1206",11,0.29,43.9396,47.00978,2529481.34,5658487.75,"WA6294",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1208",9,0,73.53287,73.53287,2529262.94,5658401.32,"WA6295",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1208",10,0.18,61.50158,62.34766,2529262.94,5658401.32,"WA6295",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1208",11,0.35,47.08892,50.1481,2529262.94,5658401.32,"WA6295",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1210",9,0,73.78289,73.78289,2529474.21,5658109.89,"WA6296",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1210",10,0,65.33523,65.33523,2529474.21,5658109.89,"WA6296",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1210",11,0.12,53.96427,54.93028,2529474.21,5658109.89,"WA6296",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1214",9,0,72.41589,72.41589,2529722.32,5657913.16,"WA6298",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1214",10,0.15,63.74034,64.53809,2529722.32,5657913.16,"WA6298",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1214",11,0.3,50.04524,53.02201,2529722.32,5657913.16,"WA6298",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1216",9,0.28,69.92335,71.13329,2529643.2,5658035.09,"WA6299",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1216",10,0.55,58.98274,62.09688,2529643.2,5658035.09,"WA6299",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1216",11,0.49,46.39133,49.79542,2529643.2,5658035.09,"WA6299",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1218",9,0,69.42323,69.42323,2529905.71,5658016.5,"WA6300",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1218",10,0.15,61.65346,62.48873,2529905.71,5658016.5,"WA6300",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1218",11,0.29,47.10126,50.48557,2529905.71,5658016.5,"WA6300",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1220",9,0,73.46669,73.46669,2529735.32,5657797.18,"WA6302",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1220",10,0.1,65.86534,66.37845,2529735.32,5657797.18,"WA6302",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1220",11,0.2,54.72101,56.3978,2529735.32,5657797.18,"WA6302",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1250",9,0,71.73935,71.73935,2529333.34,5658506.41,"WA6342",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1250",10,0,61.21987,61.21987,2529333.34,5658506.41,"WA6342",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1250",11,0.12,48.18356,49.27192,2529333.34,5658506.41,"WA6342",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1256",9,0.25,72.33751,73.43746,2529308.37,5658264.53,"WA6345",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1256",10,0.5,60.0231,62.55144,2529308.37,5658264.53,"WA6345",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1256",11,0.5,46.85146,51.29636,2529308.37,5658264.53,"WA6345",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1258",9,0,77.13136,77.13136,2529254.94,5658072.25,"WA6347",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1258",10,0.1,67.04857,67.50087,2529254.94,5658072.25,"WA6347",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1258",11,0.2,56.91574,58.24078,2529254.94,5658072.25,"WA6347",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1260",9,0,75.70465,75.70465,2529453.79,5657904.41,"WA6348",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1260",10,0.15,66.60619,67.32345,2529453.79,5657904.41,"WA6348",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1260",11,0.3,55.34786,57.56661,2529453.79,5657904.41,"WA6348",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
"WELL1278",9,0,70.78014,70.78014,2529645.62,5658180.13,"WA6386",11.78,"Jahr: 2016 (Gesamtfoerderung 6B: 6.2 Millionen m3)"
"WELL1278",10,0.12,62.10429,62.7546,2529645.62,5658180.13,"WA6386",35.48,"Jahr: 2017 (Gesamtfoerderung 6B: 18.6 Millionen m3)"
"WELL1278",11,0.25,48.62986,51.04521,2529645.62,5658180.13,"WA6386",54.36,"Jahr: 2018 (Gesamtfoerderung 6B: 28.6 Millionen m3)"
