"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELLL738",9,0,57.29059,57.29059,2529847.94,5658788.96,"W 5812",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELLL738",10,0,42.84849,42.84849,2529847.94,5658788.96,"W 5812",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELLL738",11,0,35.6623,35.6623,2529847.94,5658788.96,"W 5812",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELLL740",9,0,59.85196,59.85196,2530172.81,5658373.2,"W 5815",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELLL740",10,0,46.33617,46.33617,2530172.81,5658373.2,"W 5815",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELLL740",11,0,40.1261,40.1261,2530172.81,5658373.2,"W 5815",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELLL860",9,0,57.62423,57.62423,2530041.18,5658643.89,"W 5963",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELLL860",10,0,43.82033,43.82033,2530041.18,5658643.89,"W 5963",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELLL860",11,0,37.69047,37.69047,2530041.18,5658643.89,"W 5963",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELLL944",9,0,60.23707,60.23707,2529988.65,5658509.59,"W 6200",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELLL944",10,0,45.42344,45.42344,2529988.65,5658509.59,"W 6200",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELLL944",11,0,38.59083,38.59083,2529988.65,5658509.59,"W 6200",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELLL954",9,0,56.09649,56.09649,2530069.25,5658783.1,"WA5980",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELLL954",10,0,43.08039,43.08039,2530069.25,5658783.1,"WA5980",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELLL954",11,0,36.95682,36.95682,2530069.25,5658783.1,"WA5980",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1010",9,0,62.97606,62.97606,2529756.44,5658357.51,"WA5813",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1010",10,0,49.25645,49.25645,2529756.44,5658357.51,"WA5813",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1010",11,0.08,38.213,38.32249,2529756.44,5658357.51,"WA5813",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1012",9,0,59.43208,59.43208,2530084.04,5658515.11,"WA5814",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1012",10,0.34,40.13691,41.19149,2530084.04,5658515.11,"WA5814",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1012",11,0.08,37.14786,37.14785,2530084.04,5658515.11,"WA5814",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1016",9,0.6,55.19831,58.9515,2530053.05,5658116.42,"WA5817",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1016",10,0.42,44.00875,44.20135,2530053.05,5658116.42,"WA5817",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1016",11,0.06,40.36283,40.36283,2530053.05,5658116.42,"WA5817",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1090",9,0,59.28268,59.28268,2529856.43,5658664.39,"WA6199",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1090",10,0.25,38.34321,40.76932,2529856.43,5658664.39,"WA6199",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1090",11,0.05,35.18609,35.18609,2529856.43,5658664.39,"WA6199",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1120",9,0,59.13317,59.13317,2529582.45,5658758.27,"WA6246",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1120",10,0.25,37.52295,40.20362,2529582.45,5658758.27,"WA6246",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1120",11,0.06,34.46071,34.46071,2529582.45,5658758.27,"WA6246",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1122",9,0,60.7593,60.7593,2529817.69,5658565.94,"WA6247",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1122",10,0.45,40.01136,40.89224,2529817.69,5658565.94,"WA6247",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1122",11,0.06,36.16245,36.16245,2529817.69,5658565.94,"WA6247",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1124",9,0,64.16657,64.16657,2529560.26,5658379.33,"WA6248",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1124",10,0,49.93333,49.93333,2529560.26,5658379.33,"WA6248",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1124",11,0.09,38.32173,38.44038,2529560.26,5658379.33,"WA6248",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1126",9,0,65.11006,65.11006,2529388.19,5658371.25,"WA6249",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1126",10,0,49.87088,49.87088,2529388.19,5658371.25,"WA6249",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1126",11,0.1,38.54577,38.68463,2529388.19,5658371.25,"WA6249",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1128",9,0,62.73531,62.73531,2529891.5,5658197.02,"WA6251",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1128",10,0,49.40642,49.40642,2529891.5,5658197.02,"WA6251",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1128",11,0.07,39.61207,39.63663,2529891.5,5658197.02,"WA6251",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1130",9,0,73.76094,73.76094,2529329.83,5657831.95,"WA6253",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1130",10,0,63.63564,63.63564,2529329.83,5657831.95,"WA6253",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1130",11,0.22,46.14021,49.49825,2529329.83,5657831.95,"WA6253",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1136",9,0,66.11279,66.11279,2529922.03,5657843.68,"WA6256",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1136",10,0,53.43252,53.43252,2529922.03,5657843.68,"WA6256",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1136",11,0.1,43.22891,43.35761,2529922.03,5657843.68,"WA6256",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1170",9,0.82,51.91103,56.41587,2529323.2,5658729.44,"WA6291",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1170",10,0.63,39.66138,40.00122,2529323.2,5658729.44,"WA6291",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
"WELL1170",11,0.11,35.74339,35.74339,2529323.2,5658729.44,"WA6291",54.67,"Jahr: 2018 (Gesamtfoerderung 6B: 28.7 Millionen m3)"
"WELL1172",9,0,61.17024,61.17024,2529560.42,5658619.19,"WA6292",25.61,"Jahr: 2016 (Gesamtfoerderung 6B: 13.5 Millionen m3)"
"WELL1172",10,0.34,39.30132,40.44591,2529560.42,5658619.19,"WA6292",59.61,"Jahr: 2017 (Gesamtfoerderung 6B: 31.3 Millionen m3)"
