"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELL1206",10,0.35,49.52599,52.21662,2529262.94,5658401.32,"WA6295",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1206",11,0.19,39.22463,39.23598,2529262.94,5658401.32,"WA6295",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1208",9,0,68.89452,68.89452,2529474.21,5658109.89,"WA6296",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1208",10,0,57.77368,57.77368,2529474.21,5658109.89,"WA6296",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1208",11,0.18,42.05718,42.55596,2529474.21,5658109.89,"WA6296",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1212",9,0,68.70444,68.70444,2529722.32,5657913.16,"WA6298",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1212",10,0.3,52.35619,54.95524,2529722.32,5657913.16,"WA6298",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1212",11,0.16,43.79156,43.80151,2529722.32,5657913.16,"WA6298",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1214",9,0.55,63.30865,65.97831,2529643.2,5658035.09,"WA6299",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1214",10,0.83,47.96509,49.31924,2529643.2,5658035.09,"WA6299",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1214",11,0.15,42.72553,42.72553,2529643.2,5658035.09,"WA6299",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1216",9,0,66.11823,66.11823,2529905.71,5658016.5,"WA6300",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1216",10,0.3,49.21298,52.17113,2529905.71,5658016.5,"WA6300",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1216",11,0.11,42.15045,42.15046,2529905.71,5658016.5,"WA6300",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1218",9,0,70.1862,70.1862,2529735.32,5657797.18,"WA6302",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1218",10,0.2,57.12454,58.5959,2529735.32,5657797.18,"WA6302",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1218",11,0.23,45.36952,45.81517,2529735.32,5657797.18,"WA6302",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1248",9,0,64.90572,64.90572,2529333.34,5658506.41,"WA6342",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1248",10,0,51.87156,51.87156,2529333.34,5658506.41,"WA6342",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1248",11,0.13,37.49267,37.76726,2529333.34,5658506.41,"WA6342",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1254",9,0.5,64.40772,66.60761,2529308.37,5658264.53,"WA6345",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1254",10,0.91,46.63873,49.79281,2529308.37,5658264.53,"WA6345",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1254",11,0.23,41.10669,41.10669,2529308.37,5658264.53,"WA6345",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1256",9,0,72.01909,72.01909,2529254.94,5658072.25,"WA6347",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1256",10,0.2,59.26295,60.45544,2529254.94,5658072.25,"WA6347",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1256",11,0.32,44.19583,44.95319,2529254.94,5658072.25,"WA6347",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1258",9,0,71.50493,71.50493,2529453.79,5657904.41,"WA6348",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1258",10,0.3,58.15889,60.10168,2529453.79,5657904.41,"WA6348",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1258",11,0.35,45.49256,46.00913,2529453.79,5657904.41,"WA6348",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
"WELL1276",9,0,66.5299,66.5299,2529645.62,5658180.13,"WA6386",23.42,"Jahr: 2016 (Gesamtfoerderung 6B: 12.3 Millionen m3)"
"WELL1276",10,0.25,51.10784,53.19481,2529645.62,5658180.13,"WA6386",58.58,"Jahr: 2017 (Gesamtfoerderung 6B: 30.8 Millionen m3)"
"WELL1276",11,0.14,41.03745,41.04862,2529645.62,5658180.13,"WA6386",56.07,"Jahr: 2018 (Gesamtfoerderung 6B: 29.5 Millionen m3)"
