"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELL998",10,0,58.35064,58.35064,2529756.44,5658357.51,"WA5813",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL998",11,0.12,42.10904,44.04344,2529756.44,5658357.51,"WA5813",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1000",9,0,61.52291,61.52291,2530084.04,5658515.11,"WA5814",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1000",10,0.3,52.098,54.08099,2530084.04,5658515.11,"WA5814",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1000",11,0.34,39.99881,40.46036,2530084.04,5658515.11,"WA5814",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1002",9,0.4,61.42614,63.48571,2530053.05,5658116.42,"WA5817",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1002",10,0.78,47.66638,53.07495,2530053.05,5658116.42,"WA5817",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1002",11,0.31,43.8348,43.8348,2530053.05,5658116.42,"WA5817",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1076",9,0,64.14057,64.14057,2529582.45,5658758.27,"WA6246",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1076",10,0.2,52.61656,53.8144,2529582.45,5658758.27,"WA6246",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1076",11,0.26,36.88253,37.46712,2529582.45,5658758.27,"WA6246",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1078",9,0,68.13549,68.13549,2529560.26,5658379.33,"WA6248",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1078",10,0,58.71399,58.71399,2529560.26,5658379.33,"WA6248",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1078",11,0.14,40.11208,42.8215,2529560.26,5658379.33,"WA6248",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1080",9,0,70.26423,70.26423,2529388.19,5658371.25,"WA6249",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1080",10,0,58.67568,58.67568,2529388.19,5658371.25,"WA6249",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1080",11,0.14,39.76904,42.17826,2529388.19,5658371.25,"WA6249",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1082",9,0,65.60628,65.60628,2529891.5,5658197.02,"WA6251",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1082",10,0,58.21546,58.21546,2529891.5,5658197.02,"WA6251",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1082",11,0.15,42.30101,44.80931,2529891.5,5658197.02,"WA6251",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1084",9,0,76.95693,76.95693,2529329.83,5657831.95,"WA6253",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1084",10,0,68.49428,68.49428,2529329.83,5657831.95,"WA6253",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1084",11,0.15,55.59055,56.81563,2529329.83,5657831.95,"WA6253",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1106",9,0,65.79425,65.79425,2529560.42,5658619.19,"WA6292",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1106",10,0.3,53.0233,54.85039,2529560.42,5658619.19,"WA6292",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1106",11,0.28,38.22008,38.60569,2529560.42,5658619.19,"WA6292",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1108",9,0,67.93024,67.93024,2529481.34,5658487.75,"WA6294",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1108",10,0.3,54.37001,56.16557,2529481.34,5658487.75,"WA6294",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1108",11,0.28,38.97635,39.38817,2529481.34,5658487.75,"WA6294",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1110",9,0,71.38307,71.38307,2529262.94,5658401.32,"WA6295",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1110",10,0.35,56.22038,58.21444,2529262.94,5658401.32,"WA6295",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1110",11,0.37,40.84361,41.35655,2529262.94,5658401.32,"WA6295",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1112",9,0,71.49342,71.49342,2529474.21,5658109.89,"WA6296",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1112",10,0,61.47657,61.47657,2529474.21,5658109.89,"WA6296",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1112",11,0.23,43.17649,45.70232,2529474.21,5658109.89,"WA6296",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1116",9,0.55,65.23481,67.74188,2529643.2,5658035.09,"WA6299",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1116",10,1.07,49.82992,54.43148,2529643.2,5658035.09,"WA6299",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1116",11,0.41,45.55808,45.55808,2529643.2,5658035.09,"WA6299",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1118",9,0,67.52689,67.52689,2529905.71,5658016.5,"WA6300",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1118",10,0.3,56.36855,58.38851,2529905.71,5658016.5,"WA6300",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1118",11,0.38,45.08627,45.60527,2529905.71,5658016.5,"WA6300",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1136",9,0,69.79716,69.79716,2529333.34,5658506.41,"WA6342",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1136",10,0,58.45697,58.45697,2529333.34,5658506.41,"WA6342",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1136",11,0.22,39.1348,40.76125,2529333.34,5658506.41,"WA6342",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1142",9,0.5,68.02375,70.22365,2529308.37,5658264.53,"WA6345",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1142",10,1,48.80938,55.67471,2529308.37,5658264.53,"WA6345",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1142",11,0.41,42.51352,42.87344,2529308.37,5658264.53,"WA6345",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1144",9,0,75.07776,75.07776,2529254.94,5658072.25,"WA6347",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1144",10,0.2,62.71631,63.75415,2529254.94,5658072.25,"WA6347",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1144",11,0.38,45.21113,48.59278,2529254.94,5658072.25,"WA6347",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1146",9,0,73.65738,73.65738,2529453.79,5657904.41,"WA6348",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1146",10,0.3,61.86569,63.52884,2529453.79,5657904.41,"WA6348",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1146",11,0.49,46.98431,48.05993,2529453.79,5657904.41,"WA6348",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
"WELL1158",9,0,68.45076,68.45076,2529645.62,5658180.13,"WA6386",13.25,"Jahr: 2016 (Gesamtfoerderung 6B: 7.0 Millionen m3)"
"WELL1158",10,0.25,56.32663,57.93245,2529645.62,5658180.13,"WA6386",40.81,"Jahr: 2017 (Gesamtfoerderung 6B: 21.4 Millionen m3)"
"WELL1158",11,0.29,42.57356,43.15398,2529645.62,5658180.13,"WA6386",53.53,"Jahr: 2018 (Gesamtfoerderung 6B: 28.1 Millionen m3)"
