"WELLID","Totim","Q_node_cubicmpermin","hwell_median","hcell_median","X_WERT","Y_WERT","Brkenn","Gesamtfoerderung","label"
"WELLL738",9,0,63.47727,63.47727,2529847.94,5658788.96,"W 5812",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELLL738",10,0,60.19062,60.19062,2529847.94,5658788.96,"W 5812",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELLL738",11,0,54.03431,54.03431,2529847.94,5658788.96,"W 5812",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELLL740",9,0,64.14266,64.14266,2530172.81,5658373.2,"W 5815",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELLL740",10,0,61.81348,61.81348,2530172.81,5658373.2,"W 5815",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELLL740",11,0,55.8162,55.8162,2530172.81,5658373.2,"W 5815",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELLL860",9,0,62.23173,62.23173,2530041.18,5658643.89,"W 5963",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELLL860",10,0,60.57092,60.57092,2530041.18,5658643.89,"W 5963",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELLL860",11,0,55.07548,55.07548,2530041.18,5658643.89,"W 5963",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELLL944",9,0,65.11526,65.11526,2529988.65,5658509.59,"W 6200",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELLL944",10,0,61.83524,61.83524,2529988.65,5658509.59,"W 6200",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELLL944",11,0,55.55061,55.55061,2529988.65,5658509.59,"W 6200",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELLL954",9,0,61.05937,61.05937,2530069.25,5658783.1,"WA5980",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELLL954",10,0,59.96344,59.96344,2530069.25,5658783.1,"WA5980",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELLL954",11,0,54.71101,54.71101,2530069.25,5658783.1,"WA5980",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELL1004",9,0,69.03111,69.03111,2529756.44,5658357.51,"WA5813",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELL1004",10,0,63.64352,63.64352,2529756.44,5658357.51,"WA5813",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELL1004",11,0.06,55.78284,56.18199,2529756.44,5658357.51,"WA5813",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELL1006",9,0,63.84041,63.84041,2530084.04,5658515.11,"WA5814",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELL1006",10,0.15,60.17017,60.90903,2530084.04,5658515.11,"WA5814",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELL1006",11,0.3,52.12722,54.10758,2530084.04,5658515.11,"WA5814",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELL1010",9,0.2,65.82476,66.73859,2530053.05,5658116.42,"WA5817",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELL1010",10,0.4,59.34514,61.57096,2530053.05,5658116.42,"WA5817",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELL1010",11,0.4,50.49083,53.80092,2530053.05,5658116.42,"WA5817",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
"WELL1098",9,0,68.17574,68.17574,2529582.45,5658758.27,"WA6246",7.94,"Jahr: 2016 (Gesamtfoerderung 6B: 4.2 Millionen m3)"
"WELL1098",10,0.1,60.07947,60.53838,2529582.45,5658758.27,"WA6246",24.54,"Jahr: 2017 (Gesamtfoerderung 6B: 12.9 Millionen m3)"
"WELL1098",11,0.2,51.03129,52.31648,2529582.45,5658758.27,"WA6246",40.61,"Jahr: 2018 (Gesamtfoerderung 6B: 21.3 Millionen m3)"
